1.Activity diagrams are used to support | The process view 
39.Conditional branching can be represented in sequence diagrams | True
40.An interaction overview diagram is based on all low-level interaction diagrams | True
41.Which of the following are benefits of OO design? |	All of the above.
42.Which of the following are features of OO methodology? |	Inheritance
43.C is a popular OO programming language | False
44.The set of classes in a design is nailed down when the analysis class diagram is finished | False
45.The CRC card method is used to identify the responsibilities of each class | True
46.Sequence diagrams do not describe loops in a message exchange process | False
47.A class is said to be cohesive if it supports as many associated responsibilities as possible | False
48.Abstraction via inheritance is one effective way to achieve the open-closed principle | True
49.A part involved in an aggregation relationship should be born and terminate at the same moment as its owner | False
50.To conform to the open-closed principle the use of global variables should be minimized | True
51.Which are the categories of operations that a class can provide? |	Constructor, Destructor, Accessor, Mutator
52.Polymorphism implies the following: |	All of the others 
53.Which of the following are considered as Runtime attribute? | Availability, Security, Perfomance, Usability
54.Which of the following is not an Open-Closed principle’s implication? | Feel free to change software code
55.What is a class involved in accomplishing the responsibility of a class called in CRC modeling? |	Collaborator
56.Which of the following diagram is NOT an structural diagram |	Sequence diagram
57.In UML 2.0 Which of the following is true? | Sequence Diagram both concurencies and loops can be specified
58.In a sequence diagram, boxes on top of the diagram can represent classes, objects and actors. We found a description of a box as follow “John:Doctor”. Which of the following is correct expression? | 	An object named “John” whose class is “Doctor”
59.Which of the following is Open-Closed principle? | Open to extension, Close to modification
60.Which is not a structure which can be described in a software architecture? |	Operation structure
61.Which view in “4+1” view model identifies software modules and their boundaries, interfaces, external environment, usage scenarios, etc |	Logicalview
64.COBOL is widely used to implement batch sequential? | True
65.Two modules in a data flow system can change their order without any constraints | False
66.Java can be used to implement a pipe and filter design system | True
67.The control flow in pipe and filter is explicit | True
68.The control flow in batch sequence is implicit | True
69.There are data sharing (shares data) among all subsystems in a data flow systems | False
70.Sequential flow control can be predetermined in pipe and filter | True
71.Sequential flow control can be predetermined in batch sequence | True	
# The constituent elements of software architecture are software elements and their connections. | False
# Software architecture design involves many software design methodologies and architecture styles. | True
# The purpose of the software design phase is to produce a software requirement specification. | False
# Object-oriented design is a design methodology.  | True
# Pipe-and-filter is one of the architecture styles.  | True 
# Software architecture is a static software structure description. | False
# Software quality attributes must satisfy functional requirements. | False
# Architecture styles contribute to software quality attributes.  | True
# Software architecture = software architecture styles. | False
# Software architecture design is based on the software requirement specification.  | True
3.Different architecture structures have different element and connector types | True
4.Element and connector attributes are derived from the project requirements | True
5.Architecture design is about choosing the right single architecture style for a project | False
6.Divide-and-conquer is not a suitable methodology for architecture design | False
7.Deployment decisions should be reflected in early architecture designs | False
1.Which of the following notations is used to support the logical view? |	All
2.Which of the following notations is used to support the physical views? |	None
3.Activity diagrams are used to support the process view | True
4.Deployment diagrams are used to support the physical view | True
5.Component diagrams are used to support the development view | True
6.The software submodules and their interfaces are described in the logical view | True
7.Concurrency control activity is part of the process view | True
8.System and network configuration decisions are part of the physical view | True
9.Software architecture is concerned only with functional requirements|False
10.Prototyping can be used to support UI design | True
11.ADL is a programming language| False
12.ADL can produce target code | True
13.ADL is used only for software architecture specification | False
14.UML diagrams are used for system analysis and design | True
15.Use case diagrams are generated in the early stages of the SDLC, whereas deployment diagrams are generated in the later stages of the SDLC | True
16.Composite structure diagrams are based on object diagrams | True
17.Component diagrams are based on object diagrams | True
18.A UML diagram must provide a complete view of the entire software system | True
19.A component is a class or an object | False
20.Asynchronous message invocation can be expressed in sequence diagrams | True
21.Conditional branching can be represented in sequence diagram | True
22.An activation in an object lifeline may have its own cycle message pointed back to itself in a sequence diagram | True
23.An interaction overview diagram is based on all low-level interaction diagrams | True
1.Which of the following are benefits of OO design? | All
3.C is popular OO programming language | False
4.The set of classes in a design is nailed down when the analysis class diagram is finished | False
5.The CRC card method is used to identify the responsibilities of each class | True
6.Sequence diagrams do not describe loops in a message exchange process | False
7.A class is said to be cohesive if it supports as many associated responsibilities as possible | False
8.Abstraction via inheritance is one effective way to achieve the open-closed principle | True
9.A part involved in an aggregation relationship should be born and terminate at the same moment as its owner | False
10.To conform to the open-closed principle the use of global variables should be minimized | True
1.Which of the following are not benefits of pipe and filter? |	Interactive
2.Which of the followings are not benefits of batch sequential? |	Interactive
3.COBOL is widely used to implement batch sequential | True
4.Two modules in a data flow system can change their order without any constraints | False
5.Java can be used to implement a pipe and filter design system | True
6.The control flow in pipe and filter is explicit | False
7.The control flow in batch sequential is implicit | False
8.There are data sharing (shared data) among all subsystems in a data flow system | False
9.Sequential flow control can be predetermined in pipe and filter | True
10.Sequential flow control can be predetermined in batch sequential | rue
1.Which of the following is not a benefit of repository architecture? | Concurrency
2.Which of the following is a typical design domain of blackboard architecture? | AI system
4.Implicit notification is often used in blackboard architecture | True
5.Repository architecture design must also be object-oriented design | False
6.Agents in the repository architecture normally do not talk with each other directly except though the data store | True
7.Loose coupling is used between repository agents | True
8.There is tight dependency of agents on the data store in the repository architecture | True
9.Rule-based knowledge is installed in the blackboard component of the blackboard architecture | False
10.The facts or hypotheses are stored in the knowledge source component of a blackboard system | False
1.Which of the following is not a benefit of hierarchical architecture? |	Concurrency 
2.Which of the following is a disadvantage of hierarchical architecture? |	Overhead
3.Web service is an example of hierarchy architecture design | True
4.Hierarchical architecture is  a procedure-oriented design paradigm only  |  False
5.Hierarchical architecture can also be applied in any object-oriented software design | True
6.Only directly adjacent layers can invoke each other’s methods in a layered architecture | False
7.Component deployment is a good practice in a layered architecture | True
8.There is data sharing between all layers in a layered architecture | False
9.The callback method is typically used in a main-subroutine architecture | False
10.The master-slave architecture is a specialized form of main-subroutine architecture | True
11.Which of the following is not one of the benefits of distributed architecture? | Supports multiple views
12.Which of the following is not a typical style of distributed architecture? | Hierarchical architecture.
13.Client-server architecture in general is more scalable than the multi-tier model. | False.
14.CORBA is an example of the broker architecture. | True.
15.Web service is an example of SOA architecture. | True.
1.Which of the following is one of the benefits of asynchronous architecture? | 	Loose coupling of modules
2.Which of the followings is not typical design domain of the asynchronous architecture |	Hierarchical structure
3.The testing of synchronous architecture is more straightforward than asynchronous architecture |  True
4.Implicit notification is often used in MVC architecture | True
5.Multiple event targets can register with same event source | True
6.An event can be either visible or invisible | True
7.Coupling in message-driven architecture is even looser than in event-driven architecture | True
8.A registered event target must be ready to handle the event when the event is fired off | True
9.A message receiver is not required to be ready when the message arrives | True
10.The notification of events or messages is different from local or remote method invocation | True
11.Multiple consumers can consume a message on a message queue | True
12.An event can be declared on the fly | True
13.Message-based architecture is appropriate for a compiler in an IDE design  | False
1.Which of the following is not a benefit of the MVC architecture? | Supports multiple independent agents
2.Which of the following is a typical design domain for the MVC architecture? | Web server site application
3.Traffic control agents in a city traffic management system may be designed using PAC |  True
4.Implicit notification is often used in the MVC architecture | True
5.The data in the Model component of the MVC architecture is active | True
6.The data in the abstraction component of a PAC agent is passive | True
7.PAC agents are loosely coupled | True
8.The abstraction and presentation components in a PAC agent do not talk to each other directly | True
9.The “Look and feel” feature is well supported in the MVC | True
10.The PAC architecture is a hierarchically structured software architecture | True
1.Which of the following is not one of the benefits of distributed architecture?
a.Supports multiple independent agents
b.Scalability
c.Supports multiple views 
d.Loose-coupling of modules
2.Which of the following is not a typical style of distributed architecture?
a.Client-server
b.Hierarchical structure
c.Broker
d.SOA
3.Client-server architecture in general is more scalable than the multi-tier model | False
4.CORBA is an example of the broker architecture | True
5.Web service is an example of SOA architecture. | True
1.Which of the following is not a benefit of component architecture? |	Concurrency
2.Which of the following is not a benefit of component architecture? | Performance
3.CCM is a target technology for component technology | True
4.Each component may have its provided ports and required ports from other components | True
5.Each component must have its provided ports and required ports | False
6.The provided interface ports may be in synchronous or asynchronous modes | True
7.A component architecture can be derived from use case analysis and business concept diagrams | True
8.Core type classes can be recognized as a new component | True
9.A core type component does not depend on any other classes | True
10.The interaction operations in the use case diagrams should be included as part of provided interfaces of components | True
1.Which of the following is used to evaluate architecture designs? |	ALL
2.Which of the following is true about heterogeneous architecture? |	If the general structure of a system is connected using one architecture style, and each component can use a different one, this is one example of heterogeneous architecture
3.Modifiability and expandability are essentially the same quality attribute |  False
4.SAAM relies on use cases to test an architecture design | False
5.There is always an architecture design that can meet all requirements | False
6.Service-oriented architecture is stateless, while component-based architecture is not |  True
7.Batch sequential architecture is generally more time efficient than pipe and filter | False
8.It is beneficial to integrate architecture design with the process of requirements analysis | True
9.Event-based architecture is a good candidate for interactive systems with graphic user interface | True
10.Blackboard architecture is difficult to debug | True
1.A user interface is mainly for accepting inputs, conducting computations, and displaying outputs | False
2.Chapter 3 of this book, on “models for software architecture”, has nothing to do with user interfaces described in this chapter. | False
3.User interface refers to static components and their layout, not dynamically displayed information. | False
4.The MVC model suggests the separation of the user interface from the logic of the software system. | True
5.Which of the following is true for implementing the separation of the user interface from the logic of the software system? |	All
6.The look and feel of a user interface can be defined by using engineering rules | False
7.A customizable user interface is not a good style since it will confuse users. | False
8.The usability of a user interface is enhanced by consistency and integration | True
9.The acronym SAPCO describes | The satisfactory principles of user interfaces
10.The Java programming language supports graphical user interface components, layout managers, and event listeners, all needed for designing and implementing user interfaces  | True
1.The constituent parts of the architecture of a system are” | Its components, connectors, and the rules governing their interactions
2.Domain analysis identifies the various common features in a domain and their differences | True
3.Control-of-variability forms the basis for reusability and standardization by identifying those crosscutting aspects that are typically present in the systems in a given domain | False
4.Product line processes are a way to institutionalize systematic reuse | False
5.Design-for-commonality anticipates variation without compromising commonality | False
6.A domain is an area of expertise with specialized particular tasks organized into systems where all tasks work toward a common goal. | True
7.The goal of systematic reuse is to produce quality software products consistently and predictably by moving toward an asset-supported development approach | True
8.A software product line is a collection of components sharing a common, managed set of features that satisfy the specific needs of a selected system. | False
9.Reuse is not and end in itself but a means to an end | True
10.Reusable assets are limited to code components | False
11.Software components do not need adaptation | False
12.Horizontal reuse refers to the use of an asset across several distinct domains or different product lines | True
1. Which of the following is true about buffered message system? | Buffered message system is easy to debug
2.  The below image is a snapshot of which architecture styles following? | Repository architecture
3. When you are requested to develop a Radar software system, a Traffic management system, et cetera, which of the following architecture is the best suitable for development? | PAC Architecture
4. Which of the following architecture is suitable for the embedded system software design? | Process-Control Architecture
5. Which of the following is an Open-Close principle’s implication? | Separate interface and implementation
6. Design produces architecture that specify products and components in the form of Which of the following? | A detail-level design solution
7. Which of following is one limitation of Client/Server architecture? | Server availability and reliability
8. Which of the following is the limitation of Repository Architecture Style? | Data store reliability and availability is a very important issue.
9. Based on connector’s information carrier, the connectors in software architecture might be classification into ____________ | Variable, Environment resource, Method, Message
10. Which of the following guides is NOT the guideline for mapping runtime elements in a software architecture design? | If the two elements are mapped to a single process, the connector could be mapped to a local method invocation.
11. Which of the following diagram called? | Sequence diagram
12. Polymorphism principles means that_______ | An object can have different appearance/behaviors under different circumstances.
13. Which of the following is NOT the benefit of distributed architecture? | Testability
14. Which of the following is a limitation of Non-Buffered Event-based architecture? |  Reliability and overhead ò indirect invocations
15. Which of the following are considered as Business attributes? | Time to market, Lifetime, Cost
16. When will you apply the Process-Control architecture? | Developing a system which needs to maintain an output data at a stable level.
17. The constituent parts of the architecture of a system are which of the following? | Its components, connectors, and the rules governing their interactions.
19. Which of the following is a limitation of Layered architecture? | Lower runtime performance
20. Which of the following is a limitation of component architecture? | Adaption of components
21. Which of the following is the limitation of message-driven architecture? | Capacity limit of message queue.
22. Which of the following is NOT an architecture style in hierarchical architecture? | Client-Server architecture
25. Which of the following is one of distributed architecture? | Service Oriented architecture
26. User Interface Evaluation does NOT focus on which of following features? | Only the tailor-able of the user interface
27. Which of the following is a PAC architecture benefit? | All of the others
28. State machine diagram is grouped in which of following UML diagram category? | Behavioral Diagrams
29. Sequence diagram are used to support____ | The logical view
30. Which of the following is a typical style of Hierarchical architecture? | Hierarchical structure, Layered, Master-Slave, Virtual Machine
31. Which of the following is TRUE? | Hardware independence does not imply software independence
32. Below diagram is class diagram of the Event-based architecture style. Which of the following is the best choice? | (1): Event (source); (2): Event Listener
33.  Repository architecture and Blackboard architecture is categorized into which of following architecture style? | Data-Centered architecture style
34. The following diagram is a description of which architecture style? (---> control flow) | Blackboard architecture
38. In UML 2.0, Which diagram describes time sequence of messages passed between objects in timeline? | Time Sequence Diagram
39. In Non-buffered Event-based architecture, how many partitions a system could be broken into? | 2 partitions
40. Which of the following is the advantage of broker architecture? | Changeability and extensibility
41. Portability refers to ____ | The level of independence of the system on software and hardware platforms.
42. The acronym SAPCO is used for which of following purpose? | Describing the East to use attribute of user interface
43. Which is the benefit of MVC | Multiple views synchronized with same data model
44. Which of the following statement is TRUE? | One of limitation of Batch Sequence architecture is that it does not support for interactive interfaces
45. Which diagram is equivalent to a sequence diagram? | Collaboration diagram
46. Which of the following is one of advantages of Component-based architecture? | Productivity for the software development and future software development
47. With a good software design. Which is the benefit we will get? | It helps to coordinate development teams to work together orderly.
49. The outcome of Object Oriented Analysis are _______ | Requirement Specification, Initial logic structure of the system
25.In CORBA architecture, IDL-Stubs is which correspoding component in the Broker Architecture Style? | Client-side proxy
26.The CRC card method in used to identify the responsiblities of each class |	True
27.Which of the following are considered as implementation attributes? |	Interoperability, maintainability, prortability, fexibility
28.SAPCO stands for which? |	It refers to five major principles interface design considers:Simple, Aesthetic, Productive, Customizable, Other
29.In user interface design step. User-centered factor consideration means what? | Designers must take into account the needs, experiences, and capabilities of the system users.
# Which of the following is true about buffered message system? | All of the others
# The below image is a snapshot of which architecture styles followuing? | Repository architecture
# When you are requested to develop a Radar software system, a Traffic management system, et cetera, which of the following architecture is the best suitable for development? | PAC architecture
# Which of the following architecture is suitable for the embedded system software design? | Process-Control Architecture
# Which of the following is an Open-Close principle's implication? | Separate interface and implementation
# Design produces architectures that specify products and components in the form of which of the following? | A detail-level design solution
# Which of the following is one limitation of Client/Server Architecture? | Server availablity and reliability
# Which of the following is the limitation of Reporsitory Architecture Style? | Data store reliability and availability
# Based on connector's information carrier, the connectors in software architecture might be classification into | Variable, Enviroment resource, Method, Message
# Which of the following guides is NOT the guideline for mapping runtime elements in a software architecture design? | If the two elements are mapped to a single process, the connector could be mapped to a local method invocation
# Which of the following diagram called? | Sequence diagram (User, HomListPage, BookingPage)
# Polymorphism principles means that __ | an object can have different appearance/behaviors under different circumstances
# Which of the followings is NOT the benefit of distributed architecture? | Testability
# Which of the following is a limitation of Non-buffered  Event-based architecture? | Reliability and overhead of indirect invocations
# Which of the following are considered as Business attributes? | Time to market, Lifetime, Cost
# When will you apply the Process-Control architecture? | Developing a system which needs to maintain an output data at a stable level
# The constituent parts of the architecture of a system are which of the following? | Its components, connectors, and the rules governing their interactions
# The Architectural Decision Procedure includes following steps: (1) Quantify the quality attributes (2): Determine the required quality attributes in requirement analysis (3): Compute the weighed sum. Which is the correct order of these steps? | 2=>1=>3
# Which of the following is a limitation of Layered architecture? | Lower runtime performance
# Which of the following is a limitation of component architecture? | Adaption of components
# Which of the following is the limitation of message-driven architecture? | Capacity limit of message queue
# Which of the following is NOT an architecture sytle in hierarchical architecture? | Client-Server architecture
# Which of the following statement is TRUE? | THe usability of a user interface is enhanced by consistency and integration 
# ATAM is which of the following methods? | Architecture Trade-off Analysis Method
# Which of the followings is one of distributed architecture? | Service oriented architecture
# User Interface Evaluation does NOT focus on which of the following features? | Only the tailor-able of the user interface
# Which of the following is a PAC architecture benefit? | All of the others
# State machine diagram is grouped in which of following UML diagram category? | Bahavioral diagrams
# Sequence diagrams are used to support __ | The logical view
# Which of the followings is a typical style of Hierarchical architecture? | Hierarchical structure, Layered, Master-Slave, Virtual Machine
# Which of the following is TRUE? | Hardware independence does not imply software independence
# Below diafram is class diagram of the Event-based architecture style. which of the following is the best choice? | (1): Event; (2): Event Listener
# Repository architecture and Blackboard architecture is categorized into which of the following architecture style? | Data-Centered architecture sytle 
# The following diagram is a description of which architecture style? (--> control flow) | Master-Slave architecture
# Which of the following is NOT a buffer-based software architecture | Peer-to-Peer Connection
# (1) is better because of which following? | Easy expansion
# Compared with Serveice Oriented Architecture (SOA), the advantage of Component Based Architecture (CBA) is which of the following? | Allows stateful service
# In UML 2.0, which diagram describes time sequence of message passed between objects in timeline? | Sequence diagram
# In Non-buffered Event-based architecture, how many partitions a system could be broken into? | 2 partitions
# Which of the following is the advantage of broker architecture? | Changeability and extensibility
# Portability refers to __ | The level of independence of the system on software and hardware platforms
# The acronym SAPCO is used for which of following purpose? | Describing the Satisfactory principles of user interfaces
# Which is the benefit of MVC? | Multiple views synchronized with same data model
# Which of the following statement is TRUE? | One of limitations of Batch Sequence architecture is that it does not support for interactive interfaces
# Which diagram is equivalent to a sequence diagram? | Collaboration diagram
# Which of the following is one of advantages of Component-based architecture? | Productivity fot the software development and future software development
# With a good software design, Which is the benefit we will get? | It helps to coordinate development teams to work together orderly
# Which of the following is TRUE fot implementing the separation of the user interface from the logic of software system? | The same logic can be accessed by different kinds of user interfaces
# The outcome of Object Oriented Analysis stage are __ | Requirement Specification, Initial logic structure of the system
# The following image is an example of (Database, Extractor, Sorter, Splitter...) | Pipe-and-Filter architecture
# Which of the following is a typical design domain of the MVC architecture? | Web server site application
# Interoperability refers to __ | The universal accessbility and the ability to exchange data with internal components and the outside world
# The following diagram is a description of which architecture style?  (xanh, tim, do) | MVC architecture
# Which is the incorrect guide for mapping runtime elements? | If an element is re-entrant it can not be implemented by a thread or a process
# Choose the incorrect statement | Sequence diagram combines activity and use-case diagram to provide control flow overview of the system and business process
# Software Design Description includes _ | The software architecture and the detailed design of the system.
# Choose the incorrect statement | Inheritance relation is another name of composition relation 
# Which of the followings is a style of distributed architecture? | Master-Slave architecture
# Which of the following statements is TRUE? | One of benefits of Pipe and Filter architecture is Concurrency
# Which of the following statement is TRUE? | Three-tier is a variant of Client-Server architecture
# Objected-Oriented principles includes _ | Inheritance, Encapsulation, Polymorphism
# Which of the followings are categorized into Hierarchical architecture styles? | Hierarchical structure, Layered, Master-Slave, Virtual Machine
# In UML, a composition relationship represented __ | Using a solid diamond arrowhead
# Choose the correct statement | Time to market attribute refers to the time it takes from requirement analysis to the date product is released
# Which of the following is the benefit of layered architecture? | Incremental software development based on increasing levels of abstraction 
# Which of the following is a benefit of asynchronous architecture? | Loose coupling of modules
# Choose the correct statement | Class diagram shows how classes are statically related, but not how class dynamically interact with each other.
# Which of the following is NOT a step in Object oriented design process? | Design of a UML Use-case diagram
# The below image is a snapshot of which architecture styles following? (4 hcn cau truc giong nhau, ) | PAC architecture
# Rule-based knowledge is installed in the __ component of the blackboard architecture | Control
# In an architecture styles, which of the following is the components defining how elements can be integrated to form the system | Constraints
# The below image is a snapshot of which architecture style belowing? (View, A View 1, A View 2, ..) | MVC architecture
# ‘A’ character in “SAPCO” is which of the following? | Aesthetic
# Which is the following diagram called? (customer, shipping, payment) | Package Diagram
# Which of the followings is a style of distributed architecture? | Multi-tier architecture
# Choose the correct statement | Runtime connector in software runtime structure inherit attributes from source code structure without any extension
# In an architecture styles, which of the following is the components that perform functions required by a system? | Elements
# What is called in CRC modeling a class that is involved in accomplishing the reponsibility of a class?  | Collaborator
# Choose the correct statement | Component diagram describes the package structure and organization. It covers classes in the package and packages within another package
# Which of the following is Open-Close principle in Object-Oriented Paradigm? | Open to extension, Close to modification
# Choose the correct Software Architecture Design guideline | Think of what to do before thinking of how to do it
# Which is the following diagram called? (proposed) | State machine diagram
# The software quality attributes are the software non-functional requirements such as | Performance, Usability, Security, Portability 
#Which of the following is true about buffered message system  All of others 
#The below image is a snapshot of which architecture styles following  Responitory architecture 
#When you are requested to develop a Radar software system, a Traffic management system, et cetera, which of the following architecture is the best suitable for development  PAC Architecture 
#Which of the following architecture is suitable for the embedded system software design  Process-control Architechture 
#Which of the following is an Open-Close principle's implication  Separate interface and implementation 
#Which of following is one limitation of ClientServer architecture  Server availability and reliability 
#Which of the following is the limitation of Repository Architecture Style   Data store reliability and availability is a very important issue 
#Based on connector's information carrier, the connectors in software architecture might be classification into____  Variable, Environment resource, Method, Message 
#Which is the following diagram called  Sequence diagram 
#Polymorphism principles means that___  An object can have different appearancebehaviors under different circumstances 
#Which of the followings is NOT the benefit of distributed architecture  Testability 
#Which of the following is a limitation of Non-buffered Event-based architecture  Reliability and overhead of indirect invocations 
#Which of the following are considered as Business attributes  Time to market, Performance, Security 
#When will you apply the Process-Control architecture  Developing a system which needs to maintain an output data at a stable level 
#The constituent parts of the architecture of a system are which of the following  Its components, connectors, and the rules governing their interactions 
#The Architectural Decision Procedure includes following steps(1)Quantify the quality attributes(2)Determine the required quality attributes in requirement analysis(3)Compute the weighted sum Which is the correct order of these steps  2=1=3 
#Which of the following is a limitation of Layered architecture  Lower runtime performance 
#Which of the following is a limitation of component architecture  Adaption of components 
#Which of the following is the limitation of message-driven architecture  Capacity limit of message queue 
#Which of the following is NOT an architecture style in hierarchical architecture  Client-Server architecture 
#Which of the following statement is TRUE  The usability of a user interface is enhanced by consistency and integration 
#ATAM is which of the following methods  Architecture Trade-off Analysis Method 
#Which of the followings is one of distributed architecture  Service Oriented architecture 
#User Interface Evaluation does NOT focus on which of following features  Only the tailor-able of the user interface 
#Which of the following is a PAC architecture benefit  All of the others 
#State machine diagram is grouped in which of following UML diagrams category  Behavioral Diagrams 
#Sequence diagrams are used to support___  The logical view 
#Which of the followings is a typical style of Hierarchical architecture  Hierarchical structure, Layered, Master-Slave, Virtual Machine 
#Which of the following is TRUE  Hardware independence does not imply software independence 
#Below diagram is class diagram of the Event-based architecture style. Which of the following is the best choice  (1) Event; (2)  Event Listener 
#Repository architecture and Blackboard architecture is categorized into which of following architecture style  Data-Centered architecture style 
#The following diagram is a description of which architecture style  Master-Slave architecture 
#Which of the following is NOT a buffer-based software architecture  Peer-to-Peer Connection 
#(1) is better because of which following  Easy expansion 
#Compared with Service Oriented Architecture (SOA), the advantage of Component Based Architecture (CBA) is which of the following  Allows stateful service 
#in UML 2.0, Which diagram describes time sequence of messages passed between objects in timeline  Sequence Diagram 
#In Non-buffered Event-based architecture, how many partitions a system could be broken into  2 partitions 
#Which of the following is the advantage of broker architecture  Changeability and extensibility 
#Portability refers to___  The level of independence of the system on software and hardware platforms. 
#The acronym SAPCO is used for which of following purpose  Describing the Satisfactory principles of user interfaces 
#Which is the benefit of MVC  Multiple views synchronized with same data model 
#Which of the following statement is TRUE  One of limitations of Batch Sequence architecture is that it does not support for interactive interfaces 
#Which diagram is equivalent to a sequence diagram  Collaboration 
#Which of the following is one of advantages of Component-based architecture  Productivity for the software development and future software development 
#With a good software design, Which is the benefit we will get  It helps to coordinate development teams to work together orderly 
#Which of the following is TRUE for implementing the separation of the user interface from the logic of the software system  The same logic can be accessed by different kinds of user interfaces 
#The outcome of Object Oriented Analysis stage are  Requirement Specification, Initial logic structure of the system 
#The following image is an example of  Pipe-and-Fiiter architecture 
#Which of the following is one of the benefits of asynchronous architecture Loose coupling of modules 
#Which of the followings is not typical design domain of the asynchronous architecture Hierarchical structure 
#The testing of synchronous architecture is more straightforward than asynchronous architecture  TRUE 
#4.Implicit notification is often used in MVC architecture tRue 
#13.	Message-based architecture is appropriate for a compiler in an IDE design False 
#1.	Which of the following is not a benefit of the MVC architecturea.Supports multiple independent agents 
#2.Which of the following is a typical design domain for the MVC architecture Web server site application 
#1.Which of the following is not one of the benefits of distributed architecture c.	Supports multiple views 
#Which of the following is not a typical style of distributed architecture  b.	Hierarchical structure 
#Client-server architecture in general is more scalable than the multi-tier False 
#which of the following is not a benefit of component architecture a.	Concurrency 
#Which of the following is not a benefit of component architecture Performance 
#Each component must have its provided ports and required ports FALSE 
#Which of the following is used to evaluate architecture designs ALL 
#Which of the following is true about heterogeneous architecture If the general structure of a system is connected using one architecture style, and each component can use a different one, this is one example of heterogeneous architecture 
#Modifiability and expandability are essentially the same quality attribute FALSE 
#SAAM relies on use cases to test an architecture design FALSE 
#There is always an architecture design that can meet all requirements FALSE 
#Batch sequential architecture is generally more time efficient than pipe and false 
#A user interface is mainly for accepting inputs, conducting computations, and displaying outputs False 
#Chapter 3 of this book, on “models for software architecture”, has nothing to do with user interfaces described in this chapter False 
#Which of the following is true for implementing the separation of the user interface from the logic of the software system All 
#The look and feel of a user interface can be defined by using engineering rules False 
#customizable user interface is not a good style since it will confuse users False 
#The acronym SAPCO describes The satisfactory principles of user interfaces 
#The constituent parts of the architecture of a system are” Its components, connectors, and the rules governing their interactions 
#Control-of-variability forms the basis for reusability and standardization by identifying those crosscutting aspects that are typically present in the systems in a given domain False 
#Product line processes are a way to institutionalize systematic reuseFalse  FALSE 
#Design-for-commonality anticipates variation without compromising commonality False 
# software product line is a collection of components sharing a common, managed set of features that satisfy the specific needs of a selected system fALSE 
#reusable assets are limited to code components False 
#11.	Software components do not need adaptation false 
#Which of the following is true about buffered message system Buffered message system is easy to debug 
#The below image is a snapshot of which architecture styles following Repository architecture 
#When you are requested to develop a Radar software system, a Traffic management system, et cetera, which of the following architecture is the best suitable for development PAC Architecture 
#Which of the following architecture is suitable for the embedded system software design Process-Control Architecture 
#Which of the following is an Open-Close principle’s implication Separate interface and implementation 
#Design produces architecture that specify products and components in the form of Which of the following A detail-level design solution 
#Which of following is one limitation of ClientServer architecture Server availability and reliability 
#Which of the following is the limitation of Repository Architecture Style Data store reliability and availability is a very important issue. 
#Based on connector’s information carrier, the connectors in software architecture might be classification into Variable, Environment resource, Method, Message 
#Which of the following guides is NOT the guideline for mapping runtime elements in a software architecture design If the two elements are mapped to a single process, the connector could be mapped to a local method invocation. 
#Which of the following diagram called Sequence diagram 
#Polymorphism principles means that An object can have different appearancebehaviors under different circumstances 
#Which of the following is NOT the benefit of distributed architecture Testability 
#Which of the following is a limitation of Non-Buffered Event-based architecture Reliability and overhead ò indirect invocations 
#Which of the following are considered as Business attributes . Time to market, Lifetime, Cost 
#When will you apply the Process-Control architecture Developing a system which needs to maintain an output data at a stable level. 
#The constituent parts of the architecture of a system are which of the following Its components, connectors, and the rules governing their interactions. 
#The Architectural Decision Procedure includes following steps(1) Quantify c.	2 = 1 = 3 
#Which of the following is a limitation of Layered architecture Lower runtime performance 
#Which of the following is a limitation of component architecture Adaption of components 
#Which of the following is the limitation of message-driven architecture Capacity limit of message queue. 
#Which of the following is NOT an architecture style in hierarchical architecture Client-Server architecture 
#ATAM is which of the following methods Architecture Trade-off Analysis Method 
#Which of the following is one of distributed architecture Service Oriented architecture 
#User Interface Evaluation does NOT focus on which of following features Only the tailor-able of the user interface 
#. Which of the following is a PAC architecture benefit All of the others 
#State machine diagram is grouped in which of following UML diagram category Behavioral Diagrams 
#Sequence diagram are used to support____ The logical view 
#Which of the following is a typical style of Hierarchical architecture Hierarchical structure, Layered, Master-Slave, Virtual Machine 
#Which of the following is TRUE Hardware independence does not imply software independence 
#Below diagram is class diagram of the Event-based architecture style. 
#Repository architecture and Blackboard architecture is categorized into which of following architecture style Data-Centered architecture style 
#The following diagram is a description of which architecture style (--- control flow) Blackboard architecture 
#Which of the following is NOT a buffer-based software architecture Peer-to-Peer Connection 
#In UML 2.0, Which diagram describes time sequence of messages passed between objects in timeline Time Sequence Diagram 
#In Non-buffered Event-based architecture, how many partitions a system could be broken into 2 partitions 
#Which of the following is the advantage of broker architecture Changeability and extensibility 
#. Portability refers to ____ The level of independence of the system on software and hardware platforms. 
#The acronym SAPCO is used for which of following purpose Describing the East to use attribute of user interface 
